edad_piloto,experiencia_piloto,peso_piloto,altura_piloto,presupuesto_equipo_millones,potencia_motor_hp,peso_coche_kg,downforce_kg,eficiencia_combustible,temperatura_pista_c,tipo_neumaticos,condiciones_climaticas,tiempo_vuelta_segundos,puntos_carrera,termino_podio,posicion_final,desgaste_neumaticos_vuelta,imc_piloto,relacion_potencia_peso,experiencia_edad_ratio,tipo_neumaticos_soft,tipo_neumaticos_medium,tipo_neumaticos_hard,condiciones_lluvia
21,11,64.9,172.8,191.27,876.0,676.1,341.2,1.121,18,Soft,Lluvia ligera,62.004,13.7,1,1.0,0.6645,21.7,1.296,0.524,1,0,0,1
30,1,75.3,178.7,181.89,650.0,730.1,339.0,0.912,19,Soft,Soleado,75.993,14.3,1,5.0,0.7106,23.6,0.89,0.033,1,0,0,0
25,2,72.2,170.0,144.9,799.0,767.7,477.0,0.672,43,Hard,Nublado,64.277,10.8,1,9.0,0.7082,25.0,1.041,0.08,0,0,1,0
38,8,74.7,188.1,167.34,892.0,716.0,388.0,0.561,26,Soft,Soleado,59.225,12.6,1,1.0,0.6691,21.1,1.246,0.211,1,0,0,0
37,4,71.7,191.7,133.87,793.0,802.8,382.6,0.791,39,Medium,Lluvia intensa,71.145,17.3,1,7.0,0.8071,19.5,0.988,0.108,0,1,0,1
35,16,67.4,180.3,237.12,807.0,768.5,330.2,0.839,30,Medium,Nublado,72.883,16.7,1,1.0,0.7643,20.7,1.05,0.457,0,1,0,0
34,6,64.7,168.8,141.76,755.0,751.8,366.5,0.769,36,Hard,Soleado,69.451,11.8,1,1.0,0.7494,22.7,1.004,0.176,0,0,1,0
33,7,66.5,172.7,129.91,918.0,708.8,403.2,0.774,16,Soft,Nublado,52.309,10.2,1,1.0,0.6074,22.3,1.295,0.212,1,0,0,0
41,10,73.7,184.8,226.87,795.0,817.7,311.7,0.669,21,Hard,Nublado,76.823,15.1,1,1.0,0.793,21.6,0.972,0.244,0,0,1,0
37,11,80.3,180.4,224.31,827.0,752.3,399.8,0.736,35,Soft,Nublado,64.67,16.8,1,1.0,0.7512,24.7,1.099,0.297,1,0,0,0
38,9,73.8,191.2,128.98,894.0,831.7,308.2,0.909,36,Medium,Lluvia ligera,75.619,16.8,1,6.0,0.8516,20.2,1.075,0.237,0,1,0,1
25,18,70.4,180.2,188.78,958.0,781.3,399.5,0.687,30,Medium,Nublado,57.667,19.2,1,1.0,0.73,21.7,1.226,0.72,0,1,0,0
26,10,72.5,169.5,154.55,726.0,815.4,436.4,0.548,30,Medium,Nublado,68.784,10.8,1,1.0,0.7563,25.2,0.89,0.385,0,1,0,0
32,18,72.5,172.5,163.36,831.0,736.6,375.3,0.804,21,Hard,Soleado,68.222,18.9,1,1.0,0.6626,24.4,1.128,0.562,0,0,1,0
34,3,74.2,175.6,160.16,934.0,793.0,303.5,0.901,44,Medium,Lluvia intensa,71.627,10.2,1,1.0,0.8014,24.1,1.178,0.088,0,1,0,1
37,8,64.6,175.9,152.74,921.0,748.2,285.1,1.14,19,Soft,Lluvia ligera,70.198,15.6,1,1.0,0.7269,20.9,1.231,0.216,1,0,0,1
27,15,70.4,172.5,173.95,857.0,669.4,312.5,0.757,36,Medium,Nublado,67.35,22.1,1,1.0,0.6742,23.7,1.28,0.556,0,1,0,0
37,13,71.1,175.2,135.63,817.0,712.3,234.7,0.661,20,Medium,Lluvia intensa,76.787,10.9,1,1.0,0.7409,23.2,1.147,0.351,0,1,0,1
25,4,74.4,175.7,193.77,718.0,780.6,307.3,0.741,38,Medium,Soleado,81.226,6.3,1,1.0,0.7803,24.1,0.92,0.16,0,1,0,0
28,2,77.9,157.6,49.45,900.0,788.6,359.9,1.031,28,Intermediate,Nublado,70.273,9.1,0,11.0,0.7562,31.4,1.141,0.071,0,0,0,0
26,10,73.9,174.6,83.14,675.0,786.7,369.8,0.725,27,Intermediate,Nublado,76.605,15.6,1,1.0,0.7943,24.2,0.858,0.385,0,0,0,0
36,8,68.3,166.3,188.34,844.0,826.5,327.8,0.977,23,Intermediate,Nublado,79.162,10.8,1,1.0,0.8018,24.7,1.021,0.222,0,0,0,0
29,14,73.8,180.3,154.16,952.0,803.3,407.2,0.941,43,Wet,Soleado,59.234,14.7,1,1.0,0.7747,22.7,1.185,0.483,0,0,0,0
40,1,68.4,167.2,117.57,929.0,735.5,357.2,0.635,22,Hard,Lluvia intensa,64.415,10.8,1,8.0,0.7034,24.5,1.263,0.025,0,0,1,1
27,7,72.6,171.4,179.88,879.0,782.7,456.5,0.546,32,Medium,Soleado,58.176,14.3,1,3.0,0.7076,24.7,1.123,0.259,0,1,0,0
18,9,79.9,177.4,154.13,940.0,784.8,257.5,0.984,43,Medium,Nublado,75.885,16.1,1,1.0,0.8304,25.4,1.198,0.5,0,1,0,0
19,1,70.2,174.8,197.97,763.0,797.3,432.0,0.746,29,Hard,Nublado,66.329,6.3,1,11.0,0.7413,23.0,0.957,0.053,0,0,1,0
31,6,69.0,187.2,108.38,922.0,717.3,272.2,0.81,26,Hard,Nublado,69.728,10.8,1,1.0,0.7433,19.7,1.285,0.194,0,0,1,0
29,10,78.9,166.1,129.27,722.0,730.7,291.7,0.821,30,Hard,Soleado,78.552,17.2,1,2.0,0.7415,28.6,0.988,0.345,0,0,1,0
33,19,74.0,183.5,126.3,879.0,850.0,321.6,0.763,37,Medium,Soleado,80.284,16.7,1,1.0,0.8302,22.0,1.034,0.576,0,1,0,0
28,4,61.5,150.0,162.44,846.0,724.8,330.7,1.012,27,Hard,Soleado,66.842,16.1,1,1.0,0.6773,27.3,1.167,0.143,0,0,1,0
30,6,69.8,181.6,123.57,824.0,810.4,330.1,0.919,18,Medium,Lluvia ligera,76.386,12.7,1,1.0,0.7922,21.2,1.017,0.2,0,1,0,1
41,1,64.3,167.6,144.36,885.0,830.0,439.8,0.868,30,Medium,Lluvia ligera,61.949,11.0,0,4.0,0.7405,22.9,1.066,0.024,0,1,0,1
27,12,63.7,177.4,256.09,859.0,688.5,399.3,0.661,29,Soft,Nublado,59.435,18.3,1,1.0,0.6443,20.2,1.248,0.444,1,0,0,0
30,9,72.0,185.2,137.23,754.0,623.9,273.3,0.956,21,Soft,Lluvia intensa,66.494,10.9,1,1.0,0.6308,21.0,1.209,0.3,1,0,0,1
32,13,77.7,183.3,126.52,718.0,766.1,440.1,0.543,36,Intermediate,Lluvia ligera,63.587,18.7,1,1.0,0.7202,23.1,0.937,0.406,0,0,0,1
40,19,65.3,179.9,118.93,944.0,719.5,446.5,0.528,41,Wet,Lluvia intensa,49.726,16.9,1,1.0,0.6758,20.2,1.312,0.475,0,0,0,1
23,19,74.4,169.7,138.13,835.0,742.8,238.4,0.798,18,Medium,Lluvia intensa,83.169,18.5,1,1.0,0.7514,25.8,1.124,0.826,0,1,0,1
39,10,68.7,177.8,169.18,802.0,765.9,390.2,0.72,21,Hard,Soleado,70.02,17.6,1,1.0,0.7093,21.7,1.047,0.256,0,0,1,0
27,10,63.3,173.0,152.82,816.0,737.4,290.5,0.937,35,Medium,Soleado,71.604,10.6,1,1.0,0.7594,21.2,1.107,0.37,0,1,0,0
27,11,66.9,185.5,268.12,1014.0,802.7,276.6,0.691,15,Soft,Soleado,73.345,16.2,1,1.0,0.7804,19.4,1.263,0.407,1,0,0,0
39,19,68.9,184.6,132.67,835.0,755.9,518.2,0.823,29,Soft,Soleado,50.78,19.2,1,1.0,0.6307,20.2,1.105,0.487,1,0,0,0
28,15,63.9,168.6,88.02,872.0,717.6,372.0,0.397,27,Hard,Nublado,61.34,17.2,1,1.0,0.7012,22.5,1.215,0.536,0,0,1,0
26,3,79.0,170.1,219.69,846.0,844.0,279.9,0.764,32,Hard,Lluvia ligera,80.761,12.8,1,4.0,0.8722,27.3,1.002,0.115,0,0,1,1
33,7,72.2,173.3,216.82,660.0,799.7,325.3,0.661,40,Hard,Soleado,84.32,15.7,1,1.0,0.8316,24.0,0.825,0.212,0,0,1,0
36,7,73.3,177.4,152.58,895.0,822.6,438.2,0.88,24,Soft,Lluvia ligera,64.213,13.9,1,1.0,0.7512,23.3,1.088,0.194,1,0,0,1
30,13,73.7,180.7,140.7,846.0,748.5,410.9,0.958,42,Soft,Nublado,63.407,12.6,1,1.0,0.7547,22.6,1.13,0.433,1,0,0,0
32,5,68.9,165.8,247.55,781.0,715.2,403.2,1.239,37,Medium,Nublado,63.532,11.7,0,4.0,0.6631,25.1,1.092,0.156,0,1,0,0
24,5,74.5,162.3,228.12,828.0,875.3,403.9,0.738,17,Medium,Soleado,73.538,16.9,1,1.0,0.8202,28.3,0.946,0.208,0,1,0,0
31,13,76.5,191.1,153.9,963.0,836.8,229.1,0.796,37,Medium,Nublado,83.447,14.9,1,1.0,0.875,20.9,1.151,0.419,0,1,0,0
36,5,70.7,179.7,129.01,969.0,755.2,347.8,0.766,30,Soft,Lluvia ligera,64.274,13.4,1,3.0,0.741,21.9,1.283,0.139,1,0,0,1
34,9,65.6,172.8,234.01,886.0,678.1,345.1,0.684,19,Soft,Soleado,59.441,17.6,1,1.0,0.6198,22.0,1.307,0.265,1,0,0,0
28,4,69.6,186.4,160.42,781.0,662.1,420.2,0.93,37,Hard,Soleado,55.497,16.5,1,4.0,0.6528,20.0,1.18,0.143,0,0,1,0
20,5,72.6,172.8,161.95,903.0,752.3,507.0,0.716,41,Hard,Soleado,51.62,9.3,1,2.0,0.6873,24.3,1.2,0.25,0,0,1,0
34,17,72.6,177.0,188.8,873.0,718.9,250.0,0.781,16,Hard,Lluvia intensa,75.351,19.0,1,1.0,0.7174,23.2,1.214,0.5,0,0,1,1
34,17,66.1,187.9,125.67,851.0,772.4,248.9,0.799,21,Hard,Nublado,77.309,15.1,1,1.0,0.7523,18.7,1.102,0.5,0,0,1,0
29,12,78.4,173.0,206.26,753.0,786.8,313.7,1.021,21,Medium,Nublado,82.089,16.9,1,1.0,0.809,26.2,0.957,0.414,0,1,0,0
23,12,66.3,173.3,89.64,880.0,639.4,316.8,0.699,37,Hard,Soleado,61.933,11.2,1,1.0,0.6475,22.1,1.376,0.522,0,0,1,0
33,9,70.5,182.3,126.91,853.0,828.9,386.9,0.887,30,Medium,Soleado,71.683,7.2,1,1.0,0.8089,21.2,1.029,0.273,0,1,0,0
26,2,69.7,184.0,87.6,774.0,816.3,405.4,0.74,25,Hard,Soleado,70.507,12.1,0,1.0,0.734,20.6,0.948,0.077,0,0,1,0
33,11,74.2,180.6,163.14,786.0,748.6,340.3,0.728,15,Hard,Soleado,70.94,17.5,1,1.0,0.7104,22.7,1.05,0.333,0,0,1,0
38,11,73.4,178.9,101.62,1041.0,704.5,288.5,0.913,32,Medium,Lluvia ligera,62.337,16.2,1,1.0,0.7281,22.9,1.478,0.289,0,1,0,1
40,1,70.8,180.6,131.7,1068.0,649.5,417.1,0.699,35,Intermediate,Nublado,43.329,11.4,0,1.0,0.5909,21.7,1.644,0.025,0,0,0,0
40,12,65.7,170.9,103.43,937.0,804.6,356.3,0.635,20,Medium,Soleado,66.372,11.7,1,1.0,0.7632,22.5,1.165,0.3,0,1,0,0
20,1,69.4,182.6,144.21,869.0,800.2,460.3,0.72,43,Intermediate,Lluvia ligera,62.116,14.1,1,5.0,0.7447,20.8,1.086,0.05,0,0,0,1
35,12,69.8,170.4,161.86,973.0,790.7,425.7,0.752,38,Hard,Nublado,55.18,16.0,1,1.0,0.7514,24.0,1.231,0.343,0,0,1,0
24,4,69.4,165.1,39.1,891.0,740.9,301.7,0.667,19,Soft,Nublado,69.622,9.9,1,5.0,0.7252,25.5,1.203,0.167,1,0,0,0
38,5,68.4,176.1,201.91,823.0,675.3,382.3,0.994,43,Intermediate,Soleado,62.011,8.2,1,1.0,0.6966,22.1,1.219,0.132,0,0,0,0
25,17,68.9,185.3,143.61,786.0,859.7,306.3,0.853,43,Medium,Lluvia ligera,85.364,16.9,1,1.0,0.8898,20.1,0.914,0.68,0,1,0,1
34,15,73.4,176.1,187.84,817.0,829.7,407.8,0.618,19,Soft,Nublado,71.585,18.7,1,1.0,0.7726,23.7,0.985,0.441,1,0,0,0
30,19,60.6,186.9,165.94,644.0,731.5,346.0,0.908,33,Soft,Lluvia ligera,77.256,16.2,1,1.0,0.6933,17.3,0.88,0.633,1,0,0,1
34,4,61.8,172.2,162.36,782.0,762.1,394.0,0.714,19,Medium,Nublado,65.879,12.5,1,1.0,0.681,20.8,1.026,0.118,0,1,0,0
33,19,66.6,172.9,114.87,883.0,700.5,338.5,0.562,44,Medium,Nublado,60.147,17.2,1,1.0,0.7295,22.3,1.261,0.576,0,1,0,0
23,15,77.8,168.3,157.15,925.0,807.3,346.9,0.633,33,Soft,Lluvia intensa,73.308,16.5,1,1.0,0.7781,27.5,1.146,0.652,1,0,0,1
41,8,66.6,171.5,179.31,871.0,759.5,403.0,0.978,23,Intermediate,Soleado,60.639,11.9,1,1.0,0.7102,22.6,1.147,0.195,0,0,0,0
39,10,73.9,160.1,55.88,879.0,696.5,346.7,0.783,35,Soft,Lluvia intensa,64.013,12.4,1,1.0,0.6892,28.8,1.262,0.256,1,0,0,1
26,5,71.9,185.2,129.25,864.0,667.6,361.9,0.734,39,Hard,Soleado,60.355,5.7,1,2.0,0.6629,21.0,1.294,0.192,0,0,1,0
35,14,76.2,166.4,79.55,860.0,741.9,393.5,0.604,33,Hard,Soleado,63.437,14.0,1,1.0,0.7363,27.5,1.159,0.4,0,0,1,0
40,17,68.2,157.2,180.21,809.0,701.4,212.8,0.888,31,Medium,Soleado,80.339,19.2,1,1.0,0.7544,27.6,1.153,0.425,0,1,0,0
38,15,77.3,177.1,146.04,980.0,815.2,449.8,0.789,41,Wet,Soleado,56.592,14.7,1,1.0,0.7959,24.6,1.202,0.395,0,0,0,0
28,4,79.8,175.5,178.11,768.0,764.4,374.9,0.921,28,Soft,Nublado,73.538,7.6,0,1.0,0.7183,25.9,1.005,0.143,1,0,0,0
33,15,69.5,177.6,241.39,735.0,720.6,416.9,0.945,19,Soft,Nublado,62.112,13.6,1,1.0,0.6913,22.0,1.02,0.455,1,0,0,0
30,14,62.4,169.6,205.87,874.0,722.7,337.2,0.8,23,Soft,Lluvia intensa,66.112,18.7,1,1.0,0.681,21.7,1.209,0.467,1,0,0,1
38,13,71.3,154.9,166.0,875.0,748.0,468.4,0.953,39,Medium,Lluvia ligera,54.82,13.3,1,1.0,0.6784,29.7,1.17,0.342,0,1,0,1
41,8,65.7,179.9,135.32,909.0,681.0,423.9,0.901,16,Medium,Lluvia ligera,51.421,11.6,1,1.0,0.6231,20.3,1.335,0.195,0,1,0,1
40,8,70.8,194.5,177.76,869.0,797.5,367.9,0.931,43,Medium,Lluvia ligera,68.517,10.0,1,1.0,0.7841,18.7,1.09,0.2,0,1,0,1
33,9,75.6,174.4,216.49,826.0,673.3,269.3,0.654,43,Intermediate,Soleado,69.287,15.3,1,1.0,0.7129,24.9,1.227,0.273,0,0,0,0
31,15,62.5,175.0,131.6,774.0,733.6,406.1,0.755,36,Medium,Nublado,67.216,13.8,1,1.0,0.7221,20.4,1.055,0.484,0,1,0,0
30,18,74.9,184.6,155.31,929.0,675.3,358.0,0.93,27,Intermediate,Soleado,55.214,17.4,1,1.0,0.6598,22.0,1.376,0.6,0,0,0,0
32,14,69.3,166.6,83.33,714.0,811.6,363.0,0.764,26,Intermediate,Lluvia ligera,79.035,17.8,1,1.0,0.7919,25.0,0.88,0.438,0,0,0,1
26,16,68.0,190.7,130.26,754.0,719.6,404.3,0.895,17,Medium,Soleado,64.846,19.2,1,1.0,0.6343,18.7,1.048,0.615,0,1,0,0
21,11,81.4,180.0,165.25,958.0,747.0,356.1,0.829,38,Medium,Soleado,59.258,15.1,1,1.0,0.736,25.1,1.282,0.524,0,1,0,0
24,12,75.0,185.4,154.23,906.0,786.2,385.8,0.782,34,Medium,Nublado,65.485,17.3,1,1.0,0.7655,21.8,1.152,0.5,0,1,0,0
28,9,82.6,170.4,151.78,890.0,730.9,261.7,0.723,42,Medium,Nublado,74.752,11.4,1,1.0,0.8169,28.4,1.218,0.321,0,1,0,0
38,11,62.4,186.4,140.29,672.0,626.1,323.6,1.035,20,Soft,Soleado,69.929,15.4,1,1.0,0.6339,18.0,1.073,0.289,1,0,0,0
23,9,64.9,173.7,109.71,701.0,775.0,406.8,0.748,29,Hard,Lluvia intensa,76.196,12.7,1,1.0,0.7507,21.5,0.905,0.391,0,0,1,1
32,15,72.2,192.0,178.3,852.0,749.7,501.7,0.837,22,Soft,Lluvia intensa,51.776,15.9,1,1.0,0.6366,19.6,1.136,0.469,1,0,0,1
34,8,75.0,165.8,138.26,889.0,863.4,463.6,0.8,18,Medium,Nublado,66.078,10.3,1,1.0,0.7776,27.3,1.03,0.235,0,1,0,0
26,18,74.7,174.8,62.92,889.0,770.3,392.4,0.788,17,Soft,Soleado,60.588,18.6,1,1.0,0.7066,24.4,1.154,0.692,1,0,0,0
41,13,72.2,179.6,153.68,794.0,737.2,372.9,1.208,44,Medium,Lluvia ligera,64.968,15.1,1,1.0,0.7078,22.4,1.077,0.317,0,1,0,1
39,16,70.5,183.5,124.41,1088.0,651.8,271.6,0.724,28,Hard,Lluvia ligera,55.199,16.9,1,1.0,0.6658,20.9,1.669,0.41,0,0,1,1
40,12,68.2,172.0,132.99,896.0,798.8,394.6,0.799,40,Hard,Soleado,64.958,16.2,1,1.0,0.7503,23.1,1.122,0.3,0,0,1,0
33,7,77.1,168.7,114.74,1031.0,776.6,222.2,0.818,42,Hard,Soleado,76.486,11.3,1,2.0,0.8258,27.1,1.328,0.212,0,0,1,0
40,4,69.5,158.1,195.84,831.0,802.6,247.4,0.58,28,Hard,Soleado,84.061,11.0,1,1.0,0.8498,27.8,1.035,0.1,0,0,1,0
21,3,68.4,167.7,189.66,1195.0,844.9,364.4,0.774,25,Hard,Lluvia ligera,60.288,12.5,1,1.0,0.8114,24.3,1.414,0.143,0,0,1,1
32,14,61.0,170.0,182.04,868.0,747.7,270.8,0.593,24,Soft,Nublado,72.046,16.6,1,1.0,0.7606,21.1,1.161,0.438,1,0,0,0
37,18,63.9,180.8,183.28,813.0,815.5,325.4,0.871,34,Intermediate,Nublado,77.711,19.7,1,1.0,0.8407,19.5,0.997,0.486,0,0,0,0
24,19,73.3,159.9,170.23,803.0,794.2,315.5,0.576,22,Intermediate,Soleado,79.487,15.3,1,1.0,0.8056,28.7,1.011,0.792,0,0,0,0
35,9,68.9,167.7,117.48,894.0,705.0,348.9,0.682,32,Hard,Nublado,65.101,10.1,1,1.0,0.7144,24.5,1.268,0.257,0,0,1,0
18,11,63.8,183.0,112.21,708.0,776.7,407.9,0.598,24,Medium,Nublado,72.543,13.6,1,8.0,0.7146,19.1,0.912,0.611,0,1,0,0
27,12,65.3,162.9,208.79,779.0,849.7,338.5,0.711,25,Intermediate,Soleado,80.41,15.2,1,1.0,0.8283,24.6,0.917,0.444,0,0,0,0
31,18,70.3,166.9,136.9,740.0,738.9,336.5,0.794,40,Hard,Lluvia intensa,72.31,18.6,1,1.0,0.7595,25.2,1.001,0.581,0,0,1,1
30,14,69.8,182.5,201.7,1010.0,780.4,271.5,0.827,32,Intermediate,Lluvia ligera,65.46,11.0,1,1.0,0.8077,21.0,1.294,0.467,0,0,0,1
28,15,59.6,171.0,124.54,885.0,819.5,377.2,0.851,16,Soft,Nublado,67.823,15.6,1,1.0,0.763,20.4,1.08,0.536,1,0,0,0
41,11,73.2,174.9,114.52,936.0,730.1,485.2,0.663,41,Medium,Soleado,44.829,8.8,1,1.0,0.6658,23.9,1.282,0.268,0,1,0,0
29,12,70.0,170.7,191.08,791.0,743.5,334.7,0.717,17,Soft,Soleado,76.323,15.9,1,1.0,0.7021,24.0,1.064,0.414,1,0,0,0
28,13,67.2,188.9,183.81,777.0,718.0,300.8,0.725,25,Intermediate,Lluvia ligera,75.631,14.2,1,1.0,0.6906,18.8,1.082,0.464,0,0,0,1
28,8,71.2,171.4,212.03,741.0,747.0,528.4,1.009,42,Medium,Lluvia ligera,54.027,14.6,1,1.0,0.6834,24.2,0.992,0.286,0,1,0,1
32,5,69.8,171.8,138.33,893.0,714.1,408.2,0.911,21,Soft,Lluvia ligera,55.694,12.5,1,3.0,0.6366,23.6,1.251,0.156,1,0,0,1
30,4,70.5,170.4,167.96,723.0,760.0,485.7,0.71,31,Soft,Lluvia intensa,61.413,10.9,1,2.0,0.6824,24.3,0.951,0.133,1,0,0,1
24,16,84.1,174.8,162.97,691.0,829.9,399.1,0.905,43,Intermediate,Nublado,79.144,15.5,1,1.0,0.803,27.5,0.833,0.667,0,0,0,0
20,9,69.8,164.9,141.83,890.0,840.5,377.3,0.825,36,Wet,Soleado,70.065,9.6,1,1.0,0.8014,25.7,1.059,0.45,0,0,0,0
20,11,73.4,173.7,232.55,1035.0,787.4,403.3,0.51,35,Wet,Soleado,56.028,16.2,1,1.0,0.7435,24.3,1.314,0.55,0,0,0,0
20,1,76.4,166.6,180.46,963.0,805.0,381.1,0.767,38,Wet,Soleado,61.818,10.5,1,7.0,0.8173,27.5,1.196,0.05,0,0,0,0
30,8,74.4,179.6,118.06,866.0,741.4,198.5,0.921,42,Hard,Lluvia intensa,81.16,15.1,1,1.0,0.84,23.1,1.168,0.267,0,0,1,1
37,17,61.9,172.6,180.31,889.0,746.8,249.3,1.017,33,Medium,Soleado,78.075,17.8,1,1.0,0.8275,20.8,1.19,0.459,0,1,0,0
33,3,63.7,165.3,69.79,674.0,677.6,302.5,0.668,24,Medium,Nublado,73.328,7.0,1,6.0,0.6937,23.3,0.995,0.091,0,1,0,0
25,2,66.7,190.6,77.86,791.0,730.4,256.7,1.014,26,Soft,Soleado,82.074,4.3,1,6.0,0.7514,18.4,1.083,0.08,1,0,0,0
25,18,70.6,169.0,292.38,689.0,745.0,247.3,1.155,39,Soft,Lluvia ligera,81.171,17.7,1,1.0,0.7924,24.7,0.925,0.72,1,0,0,1
20,5,64.4,180.4,154.87,791.0,776.8,348.2,0.968,41,Soft,Lluvia ligera,71.203,14.4,1,1.0,0.7986,19.8,1.018,0.25,1,0,0,1
40,3,65.2,175.9,109.79,924.0,743.8,250.3,0.845,20,Medium,Lluvia ligera,72.409,4.1,1,1.0,0.7436,21.1,1.242,0.075,0,1,0,1
26,5,71.3,166.8,59.17,918.0,779.8,359.7,0.665,24,Intermediate,Soleado,67.931,14.1,1,2.0,0.7469,25.6,1.177,0.192,0,0,0,0
31,9,73.3,167.2,171.89,652.0,752.0,309.1,0.619,28,Medium,Soleado,84.546,18.6,1,1.0,0.7676,26.2,0.867,0.29,0,1,0,0
28,13,69.7,170.9,128.2,933.0,841.2,222.2,0.683,21,Medium,Lluvia ligera,85.758,7.7,1,1.0,0.8319,23.9,1.109,0.464,0,1,0,1
28,8,67.0,183.1,183.78,898.0,747.1,294.7,1.14,35,Hard,Lluvia intensa,69.317,11.6,1,1.0,0.7409,20.0,1.202,0.286,0,0,1,1
40,5,70.2,168.5,151.89,644.0,798.0,364.2,0.947,42,Hard,Nublado,81.039,7.3,1,1.0,0.8145,24.7,0.807,0.125,0,0,1,0
19,2,68.6,162.1,176.6,858.0,869.8,436.4,0.94,22,Medium,Soleado,66.821,13.6,1,7.0,0.767,26.1,0.986,0.105,0,1,0,0
39,7,64.3,181.2,138.74,763.0,696.9,272.4,0.963,30,Medium,Nublado,77.871,8.1,1,1.0,0.7116,19.6,1.095,0.179,0,1,0,0
30,9,71.7,178.9,126.51,711.0,740.7,488.8,0.804,18,Hard,Lluvia ligera,59.962,8.9,1,1.0,0.6328,22.4,0.96,0.3,0,0,1,1
38,6,75.7,181.4,197.69,919.0,757.7,322.1,0.782,21,Soft,Lluvia ligera,70.532,11.8,1,1.0,0.7278,23.0,1.213,0.158,1,0,0,1
33,17,74.3,171.4,144.93,684.0,725.6,367.4,1.076,24,Hard,Lluvia intensa,69.759,16.0,1,1.0,0.6789,25.3,0.943,0.515,0,0,1,1
28,16,67.8,172.8,128.08,989.0,756.4,354.3,1.09,34,Intermediate,Nublado,62.498,17.4,1,1.0,0.7489,22.7,1.308,0.571,0,0,0,0
20,12,71.2,182.4,181.31,885.0,770.5,301.2,0.728,29,Soft,Nublado,73.575,15.7,1,1.0,0.8068,21.4,1.149,0.6,1,0,0,0
41,5,71.8,183.1,187.89,869.0,811.9,274.1,0.667,22,Intermediate,Soleado,78.724,15.2,1,1.0,0.8267,21.4,1.07,0.122,0,0,0,0
21,9,74.9,174.3,186.34,875.0,727.5,376.2,1.02,43,Wet,Lluvia intensa,65.202,14.2,1,1.0,0.7479,24.7,1.203,0.429,0,0,0,1
30,12,69.7,180.9,227.09,930.0,728.1,272.4,1.1,29,Hard,Soleado,67.327,15.3,1,1.0,0.7525,21.3,1.277,0.4,0,0,1,0
37,1,74.1,159.7,113.9,716.0,765.2,442.2,0.853,20,Medium,Lluvia ligera,67.584,6.0,0,5.0,0.6821,29.1,0.936,0.027,0,1,0,1
22,7,76.9,161.6,175.79,730.0,712.5,233.9,0.791,33,Medium,Lluvia ligera,84.036,18.4,1,1.0,0.7763,29.4,1.025,0.318,0,1,0,1
34,18,76.1,170.6,172.95,849.0,740.3,199.9,0.938,35,Soft,Soleado,82.529,18.2,1,1.0,0.8021,26.1,1.147,0.529,1,0,0,0
36,15,69.5,170.3,109.92,926.0,741.9,315.6,0.532,39,Medium,Soleado,68.396,10.3,1,1.0,0.744,24.0,1.248,0.417,0,1,0,0
33,18,72.8,161.8,85.87,800.0,769.8,290.1,0.641,42,Soft,Nublado,77.846,16.7,1,1.0,0.7811,27.8,1.039,0.545,1,0,0,0
28,2,75.6,181.7,182.92,665.0,714.5,269.8,1.0,17,Medium,Soleado,84.572,13.9,1,4.0,0.6888,22.9,0.931,0.071,0,1,0,0
24,11,74.8,167.0,114.34,882.0,677.3,326.4,0.777,32,Soft,Lluvia intensa,62.11,14.7,1,1.0,0.6734,26.8,1.302,0.458,1,0,0,1
22,5,66.8,181.2,135.92,670.0,789.1,324.3,0.819,38,Medium,Soleado,87.219,11.0,1,1.0,0.8032,20.3,0.849,0.227,0,1,0,0
34,2,64.2,187.1,181.13,820.0,741.6,406.1,0.476,38,Medium,Lluvia ligera,64.758,7.8,0,10.0,0.7084,18.3,1.106,0.059,0,1,0,1
21,13,66.5,172.2,122.39,782.0,769.8,406.2,0.681,31,Intermediate,Soleado,67.192,16.4,1,1.0,0.7178,22.4,1.016,0.619,0,0,0,0
32,14,67.3,170.7,236.52,965.0,719.7,315.2,0.67,39,Soft,Nublado,66.981,14.8,1,1.0,0.7613,23.1,1.341,0.438,1,0,0,0
22,17,71.3,174.2,68.03,695.0,799.7,382.6,0.781,32,Medium,Nublado,73.084,16.0,1,1.0,0.7945,23.5,0.869,0.773,0,1,0,0
24,17,61.2,177.7,143.7,795.0,707.2,265.1,0.648,33,Medium,Lluvia ligera,73.988,13.5,1,1.0,0.7275,19.4,1.124,0.708,0,1,0,1
41,19,67.9,175.2,157.54,735.0,761.8,403.9,0.738,17,Medium,Nublado,73.986,15.7,1,1.0,0.6961,22.1,0.965,0.463,0,1,0,0
36,12,72.4,174.8,68.23,999.0,873.4,456.3,0.68,26,Soft,Lluvia ligera,59.023,19.2,1,1.0,0.7898,23.7,1.144,0.333,1,0,0,1
27,15,75.7,178.6,115.18,912.0,829.3,412.9,0.876,26,Medium,Nublado,64.138,17.3,1,1.0,0.7813,23.7,1.1,0.556,0,1,0,0
34,12,67.1,170.3,136.09,824.0,750.8,400.7,0.964,42,Wet,Lluvia ligera,63.868,8.9,1,1.0,0.7467,23.1,1.097,0.353,0,0,0,1
40,6,62.7,161.1,68.91,676.0,779.3,345.5,0.809,16,Soft,Lluvia intensa,80.089,12.5,1,1.0,0.7536,24.2,0.867,0.15,1,0,0,1
